Record Length,2.50E+03,,-0.152,0.06,2,,,,,,
Sample Interval,2.00E-04,,-0.1518,0.06,2.2,,,,,,
Trigger Point,7.60E+02,,-0.1516,0.06,2.2,,,,,,
,,,-0.1514,0.04,2.2,,,,,,
,,,-0.1512,0.04,2.2,,,,,,
,,,-0.151,0.04,2.2,,,,,,
Source,CH2,,-0.1508,0.06,2.2,,,,,,
Vertical Units,V,,-0.1506,0.06,2.2,,,48,,,
Vertical Scale,5.00E-01,,-0.1504,0.04,2.2,,,,,,
Vertical Offset,-8.60E-01,,-0.1502,0.04,2.2,,,,,,
Horizontal Units,s,,-0.15,0.06,2.2,,,,,,
Horizontal Scale,5.00E-02,,-0.1498,0.04,2.2,,,,,,
Pt Fmt,Y,,-0.1496,0.04,2.2,,,,,,
Yzero,0.00E+00,,-0.1494,0.04,2.2,,,,,,
Probe Atten,1.00E+00,,-0.1492,0.04,2.2,,,,,,
Model Number,TDS2012B,,-0.149,0.06,2.2,,,,,,
Serial Number,C061486,,-0.1488,0.06,2.2,,,,,,
Firmware Version,FV:v22.11,,-0.1486,0.04,2.2,,,,,,
,,,-0.1484,0.06,2.2,,,,,,
,,,-0.1482,0.06,2.2,,,,,,
,,,-0.148,0.04,2.2,,,,,,
,,,-0.1478,0.06,2.2,,,,,,
,,,-0.1476,0.04,2.2,,,,,,
,,,-0.1474,0.06,2.2,,,,,,
,,,-0.1472,0.06,2.2,,,,,,
,,,-0.147,0.04,2.4,,,,,,
,,,-0.1468,0.04,2.4,,,,,,
,,,-0.1466,0.04,2.4,,,,,,
,,,-0.1464,0.06,2.2,,,,,,
,,,-0.1462,0.04,2.4,,,,,,
,,,-0.146,0.04,2.4,,,,,,
,,,-0.1458,0.06,2.4,,,,,,
,,,-0.1456,0.04,2.2,,,,,,
,,,-0.1454,0.06,2.4,,,,,,
,,,-0.1452,0.06,2.4,,,,,,
,,,-0.145,0.04,2.4,,,,,,
,,,-0.1448,0.04,2.4,,,,,,
,,,-0.1446,0.06,2.4,,,,,,
,,,-0.1444,0.04,2.4,,,,,,
,,,-0.1442,0.04,2.4,,,,,,
,,,-0.144,0.04,2.4,,,,,,
,,,-0.1438,0.06,2.4,,,,,,
,,,-0.1436,0.04,2.4,,,,,,
,,,-0.1434,0.06,2.4,,,,,,
,,,-0.1432,0.06,2.4,,,,,,
,,,-0.143,0.06,2.4,,,,,,
,,,-0.1428,0.04,2.4,,,,,,
,,,-0.1426,0.06,2.4,,,,,,
,,,-0.1424,0.04,2.4,,,,,,
,,,-0.1422,0.04,2.4,,,,,,
,,,-0.142,0.04,2.4,,,,,,
,,,-0.1418,0.06,2.4,,,,,,
,,,-0.1416,0.06,2.4,,,,,,
,,,-0.1414,0.04,2.4,,,,,,
,,,-0.1412,0.06,2.4,,,,,,
,,,-0.141,0.06,2.4,,,,,,
,,,-0.1408,0.06,2.4,,,,,,
,,,-0.1406,0.06,2.4,,,,,,
,,,-0.1404,0.06,2.4,,,,,,
,,,-0.1402,0.06,2.4,,,,,,
,,,-0.14,0.04,2.4,,,,,,
,,,-0.1398,0.04,2.4,,,,,,
,,,-0.1396,0.04,2.4,,,,,,
,,,-0.1394,0.04,2.6,,,,,,
,,,-0.1392,0.04,2.4,,,,,,
,,,-0.139,0.04,2.4,,,,,,
,,,-0.1388,0.04,2.4,,,,,,
,,,-0.1386,0.04,2.4,,,,,,
,,,-0.1384,0.06,2.4,,,,,,
,,,-0.1382,0.04,2.4,,,,,,
,,,-0.138,0.06,2.4,,,,,,
,,,-0.1378,0.04,2.4,,,,,,
,,,-0.1376,0.06,2.4,,,,,,
,,,-0.1374,0.04,2.4,,,,,,
,,,-0.1372,0.06,2.6,,,,,,
,,,-0.137,0.02,2.6,,,,,,
,,,-0.1368,0.02,2.4,,,,,,
,,,-0.1366,0.04,2.6,,,,,,
,,,-0.1364,0.04,2.4,,,,,,
,,,-0.1362,0.04,2.6,,,,,,
,,,-0.136,0.06,2.4,,,,,,
,,,-0.1358,0.06,2.6,,,,,,
,,,-0.1356,0.04,2.6,,,,,,
,,,-0.1354,0.06,2.6,,,,,,
,,,-0.1352,0.06,2.4,,,,,,
,,,-0.135,0.04,2.4,,,,,,
,,,-0.1348,0.06,2.6,,,,,,
,,,-0.1346,0.04,2.4,,,,,,
,,,-0.1344,0.06,2.4,,,,,,
,,,-0.1342,0.04,2.4,,,,,,
,,,-0.134,0.04,2.6,,,,,,
,,,-0.1338,0.04,2.6,,,,,,
,,,-0.1336,0.04,2.6,,,,,,
,,,-0.1334,0.06,2.6,,,,,,
,,,-0.1332,0.06,2.6,,,,,,
,,,-0.133,0.06,2.6,,,,,,
,,,-0.1328,0.04,2.6,,,,,,
,,,-0.1326,0.06,2.6,,,,,,
,,,-0.1324,0.04,2.6,,,,,,
,,,-0.1322,0.06,2.6,,,,,,
,,,-0.132,0.06,2.6,,,,,,
,,,-0.1318,0.04,2.6,,,,,,
,,,-0.1316,0.04,2.6,,,,,,
,,,-0.1314,0.06,2.6,,,,,,
,,,-0.1312,0.06,2.6,,,,,,
,,,-0.131,0.04,2.6,,,,,,
,,,-0.1308,0.04,2.6,,,,,,
,,,-0.1306,0.06,2.6,,,,,,
,,,-0.1304,0.06,2.6,,,,,,
,,,-0.1302,0.04,2.8,,,,,,
,,,-0.13,0.04,2.6,,,,,,
,,,-0.1298,0.06,2.6,,,,,,
,,,-0.1296,0.06,2.6,,,,,,
,,,-0.1294,0.06,2.6,,,,,,
,,,-0.1292,0.04,2.8,,,,,,
,,,-0.129,0.06,2.8,,,,,,
,,,-0.1288,0.06,2.8,,,,,,
,,,-0.1286,0.06,2.6,,,,,,
,,,-0.1284,0.04,2.8,,,,,,
,,,-0.1282,0.06,2.6,,,,,,
,,,-0.128,0.04,2.8,,,,,,
,,,-0.1278,0.04,2.6,,,,,,
,,,-0.1276,0.04,2.8,,,,,,
,,,-0.1274,0.04,2.8,,,,,,
,,,-0.1272,0.04,2.6,,,,,,
,,,-0.127,0.04,2.6,,,,,,
,,,-0.1268,0.04,2.8,,,,,,
