Record Length,2.50E+03,-0.086,-0.032,4.96
Sample Interval,4.00E-05,-0.08596,-0.03196,4.96
Trigger Point,8.00E+02,-0.08592,-0.03192,4.96
,,-0.08588,-0.03188,4.96
,,-0.08584,-0.03184,4.96
,,-0.0858,-0.0318,4.96
Source,CH1,-0.08576,-0.03176,4.96
Vertical Units,V,-0.08572,-0.03172,4.96
Vertical Scale,2.00E+00,-0.08568,-0.03168,4.96
Vertical Offset,0.00E+00,-0.08564,-0.03164,4.96
Horizontal Units,s,-0.0856,-0.0316,4.96
Horizontal Scale,1.00E-02,-0.08556,-0.03156,4.96
Pt Fmt,Y,-0.08552,-0.03152,4.96
Yzero,0.00E+00,-0.08548,-0.03148,4.96
Probe Atten,1.00E+00,-0.08544,-0.03144,4.96
Model Number,TDS1002C-EDU,-0.0854,-0.0314,4.96
Serial Number,C030141,-0.08536,-0.03136,4.96
Firmware Version,FV:v25.16,-0.08532,-0.03132,4.96
,,-0.08528,-0.03128,4.96
,,-0.08524,-0.03124,4.96
,,-0.0852,-0.0312,4.96
,,-0.08516,-0.03116,4.96
,,-0.08512,-0.03112,4.96
,,-0.08508,-0.03108,4.96
,,-0.08504,-0.03104,4.96
,,-0.085,-0.031,4.96
,,-0.08496,-0.03096,4.96
,,-0.08492,-0.03092,4.96
,,-0.08488,-0.03088,4.96
,,-0.08484,-0.03084,4.96
,,-0.0848,-0.0308,4.96
,,-0.08476,-0.03076,4.96
,,-0.08472,-0.03072,4.96
,,-0.08468,-0.03068,4.96
,,-0.08464,-0.03064,4.96
,,-0.0846,-0.0306,4.96
,,-0.08456,-0.03056,4.96
,,-0.08452,-0.03052,4.96
,,-0.08448,-0.03048,4.96
,,-0.08444,-0.03044,4.96
,,-0.0844,-0.0304,4.96
,,-0.08436,-0.03036,4.96
,,-0.08432,-0.03032,4.96
,,-0.08428,-0.03028,4.96
,,-0.08424,-0.03024,4.96
,,-0.0842,-0.0302,4.96
,,-0.08416,-0.03016,4.96
,,-0.08412,-0.03012,4.96
,,-0.08408,-0.03008,4.96
,,-0.08404,-0.03004,4.96
,,-0.084,-0.03,4.96
,,-0.08396,-0.02996,4.96
,,-0.08392,-0.02992,4.96
,,-0.08388,-0.02988,4.96
,,-0.08384,-0.02984,4.96
,,-0.0838,-0.0298,4.96
,,-0.08376,-0.02976,4.96
,,-0.08372,-0.02972,4.96
,,-0.08368,-0.02968,4.96
,,-0.08364,-0.02964,4.96
,,-0.0836,-0.0296,4.96
,,-0.08356,-0.02956,4.96
,,-0.08352,-0.02952,4.96
,,-0.08348,-0.02948,4.96
,,-0.08344,-0.02944,4.96
,,-0.0834,-0.0294,4.96
,,-0.08336,-0.02936,4.96
,,-0.08332,-0.02932,4.96
,,-0.08328,-0.02928,4.96
,,-0.08324,-0.02924,4.96
,,-0.0832,-0.0292,4.96
,,-0.08316,-0.02916,4.96
,,-0.08312,-0.02912,4.96
,,-0.08308,-0.02908,4.96
,,-0.08304,-0.02904,4.96
,,-0.083,-0.029,4.96
,,-0.08296,-0.02896,4.96
,,-0.08292,-0.02892,4.96
,,-0.08288,-0.02888,4.88
,,-0.08284,-0.02884,4.96
,,-0.0828,-0.0288,4.88
,,-0.08276,-0.02876,4.96
,,-0.08272,-0.02872,4.96
,,-0.08268,-0.02868,4.96
,,-0.08264,-0.02864,4.96
,,-0.0826,-0.0286,4.96
,,-0.08256,-0.02856,4.96
,,-0.08252,-0.02852,4.88
,,-0.08248,-0.02848,4.96
,,-0.08244,-0.02844,4.96
,,-0.0824,-0.0284,4.96
,,-0.08236,-0.02836,4.96
,,-0.08232,-0.02832,4.96
,,-0.08228,-0.02828,4.96
,,-0.08224,-0.02824,4.96
,,-0.0822,-0.0282,4.96
,,-0.08216,-0.02816,4.96
,,-0.08212,-0.02812,4.96
,,-0.08208,-0.02808,4.88
,,-0.08204,-0.02804,4.96
,,-0.082,-0.028,4.96
,,-0.08196,-0.02796,4.96
