x-axis,2
second,Volt
-4.625000000000e-003, 5.84171e-003
-4.619791667500e-003, 5.91709e-003
-4.614583335000e-003, 5.97990e-003
-4.609375002500e-003, 6.03015e-003
-4.604166670000e-003, 6.11809e-003
-4.598958337500e-003, 6.18090e-003
-4.593750005000e-003, 6.26884e-003
-4.588541672500e-003, 6.33166e-003
-4.583333340000e-003, 6.43216e-003
-4.578125007500e-003, 6.46985e-003
-4.572916675000e-003, 6.53266e-003
-4.567708342500e-003, 6.65829e-003
-4.562500010000e-003, 6.70854e-003
-4.557291677500e-003, 6.77136e-003
-4.552083345000e-003, 6.87186e-003
-4.546875012500e-003, 6.93467e-003
-4.541666680000e-003, 6.99749e-003
-4.536458347500e-003, 7.08543e-003
-4.531250015000e-003, 7.16080e-003
-4.526041682500e-003, 7.23618e-003
-4.520833350000e-003, 7.36181e-003
-4.515625017500e-003, 7.38693e-003
-4.510416685000e-003, 7.43719e-003
-4.505208352500e-003, 7.53769e-003
-4.500000020000e-003, 7.61307e-003
-4.494791687500e-003, 7.66332e-003
-4.489583355000e-003, 7.75126e-003
-4.484375022500e-003, 7.83920e-003
-4.479166690000e-003, 7.86432e-003
-4.473958357500e-003, 7.97739e-003
-4.468750025000e-003, 8.02764e-003
-4.463541692500e-003, 8.09045e-003
-4.458333360000e-003, 8.17839e-003
-4.453125027500e-003, 8.20352e-003
-4.447916695000e-003, 8.27889e-003
-4.442708362500e-003, 8.35427e-003
-4.437500030000e-003, 8.42965e-003
-4.432291697500e-003, 8.49246e-003
-4.427083365000e-003, 8.51759e-003
-4.421875032500e-003, 8.61809e-003
-4.416666700000e-003, 8.66834e-003
-4.411458367500e-003, 8.74372e-003
-4.406250035000e-003, 8.81910e-003
-4.401041702500e-003, 8.85678e-003
-4.395833370000e-003, 8.91960e-003
-4.390625037500e-003, 8.99498e-003
-4.385416705000e-003, 9.02010e-003
-4.380208372500e-003, 9.09548e-003
-4.375000040000e-003, 9.15829e-003
-4.369791707500e-003, 9.23367e-003
-4.364583375000e-003, 9.25879e-003
-4.359375042500e-003, 9.34673e-003
-4.354166710000e-003, 9.40955e-003
-4.348958377500e-003, 9.43467e-003
-4.343750045000e-003, 9.48492e-003
-4.338541712500e-003, 9.58543e-003
-4.333333380000e-003, 9.62312e-003
-4.328125047500e-003, 9.68593e-003
-4.322916715000e-003, 9.76131e-003
-4.317708382500e-003, 9.76131e-003
-4.312500050000e-003, 9.83668e-003
-4.307291717500e-003, 9.91206e-003
-4.302083385000e-003, 9.93719e-003
-4.296875052500e-003, 1.00000e-002
-4.291666720000e-003, 1.00754e-002
-4.286458387500e-003, 1.00754e-002
-4.281250055000e-003, 1.01633e-002
-4.276041722500e-003, 1.02764e-002
-4.270833390000e-003, 1.02387e-002
-4.265625057500e-003, 1.03141e-002
-4.260416725000e-003, 1.03643e-002
-4.255208392500e-003, 1.04020e-002
-4.250000060000e-003, 1.04648e-002
-4.244791727500e-003, 1.05528e-002
-4.239583395000e-003, 1.05653e-002
-4.234375062500e-003, 1.05905e-002
-4.229166730000e-003, 1.06658e-002
-4.223958397500e-003, 1.07035e-002
-4.218750065000e-003, 1.07538e-002
-4.213541732500e-003, 1.07915e-002
-4.208333400000e-003, 1.08417e-002
-4.203125067500e-003, 1.08668e-002
-4.197916735000e-003, 1.09045e-002
-4.192708402500e-003, 1.09799e-002
-4.187500070000e-003, 1.09799e-002
-4.182291737500e-003, 1.10678e-002
-4.177083405000e-003, 1.10804e-002
-4.171875072500e-003, 1.10930e-002
-4.166666740000e-003, 1.11432e-002
-4.161458407500e-003, 1.12312e-002
-4.156250075000e-003, 1.12186e-002
-4.151041742500e-003, 1.12688e-002
-4.145833410000e-003, 1.12940e-002
-4.140625077500e-003, 1.13819e-002
-4.135416745000e-003, 1.13568e-002
-4.130208412500e-003, 1.13819e-002
-4.125000080000e-003, 1.14698e-002
-4.119791747500e-003, 1.14824e-002
-4.114583415000e-003, 1.15075e-002
-4.109375082500e-003, 1.15829e-002
-4.104166750000e-003, 1.15704e-002
-4.098958417500e-003, 1.16206e-002
-4.093750085000e-003, 1.16583e-002
-4.088541752500e-003, 1.16457e-002
-4.083333420000e-003, 1.16834e-002
-4.078125087500e-003, 1.17462e-002
-4.072916755000e-003, 1.17211e-002
-4.067708422500e-003, 1.17714e-002
-4.062500090000e-003, 1.18342e-002
-4.057291757500e-003, 1.18216e-002
-4.052083425000e-003, 1.18342e-002
-4.046875092500e-003, 1.19347e-002
-4.041666760000e-003, 1.19095e-002
-4.036458427500e-003, 1.19347e-002
-4.031250095000e-003, 1.19975e-002
-4.026041762500e-003, 1.20101e-002
-4.020833430000e-003, 1.19849e-002
-4.015625097500e-003, 1.20477e-002
-4.010416765000e-003, 1.20729e-002
-4.005208432500e-003, 1.20603e-002
-4.000000100000e-003, 1.21231e-002
-3.994791767500e-003, 1.21357e-002
